name 1260.33 122.22 20.33 4.11
name_rel 1269 132.1 5.9 0
name_rel_stack 1407 0 0 0
name_stack 1384.4 18.7 0 0
name_stack_rel 1407 0 0 0
rel 888.3 365 153.7 0 
rel_name 1269 125.4 12.6 0
rel_name_stack 1407 0 0 0
rel_stack 1197.875 207.75 1.375 0
rel_stack_name 1407 0 0 0
stack 1200.1 195.2 11.7 0
stack_name 1389.4 17.6 0 0
stack_name_rel 1407 0 0 0
stack_rel 1202.5 202.5 2 0
stack_rel_name 1407 0 0 0
user 1091.8 296.7 18.5 0
noreqs 797.6 454.0 135.8 18.3
