#dep name rel stack dir
name 221 0 0 
name_rel 221 80 0 
name_rel_stack 221 80 50 
name_stack 221 0 50 
name_stack_rel 221 80 50 
rel 0 80 0 
rel_name 221 80 0 
rel_name_stack 221 80 50 
rel_stack 0 80 115 
rel_stack_name 156 80 115 
stack 0 0 115 
stack_name 156 0 115 
stack_name_rel 156 80 115 
stack_rel 0 80 115 
stack_rel_name 156 80 115
